t,luma,
0.000,68.1
0.080,43.8
0.160,56.5
0.240,43.9
0.320,40.3
0.400,55.5
0.480,51.2
0.560,63.1
0.640,47.1
0.720,62.0
0.800,43.5
0.880,50.1
0.960,41.5
1.040,40.4
1.120,54.6
1.200,44.6
1.280,69.6
1.360,46.1
1.440,66.7
1.520,38.4
1.600,45.9
1.680,54.1
1.760,45.4
1.840,56.6
1.920,48.4
2.000,72.6
2.080,52.0
2.160,61.7
2.240,43.7
2.320,41.7
2.400,58.0
2.480,46.6
2.560,63.6
2.640,49.5
2.720,66.3
2.800,46.2
2.880,54.0
2.960,51.4
3.040,42.8
3.120,55.6
3.200,46.6
3.280,67.8
3.360,51.2
3.440,64.4
3.520,39.6
3.600,49.9
3.680,45.6
3.760,47.5
3.840,58.6
3.920,48.7
4.000,70.6
4.080,47.8
4.160,56.4
4.240,49.4
4.320,45.7
4.400,47.7
4.480,43.9
