t,luma,
0.000,37.6
0.080,126.0
0.160,90.4
0.240,38.8
0.320,136.3
0.400,43.4
0.480,62.0
0.560,130.2
0.640,36.8
0.720,111.3
0.800,94.3
0.880,36.3
0.960,131.5
1.040,50.3
1.120,47.7
1.200,130.4
1.280,35.8
1.360,89.9
1.440,102.3
1.520,36.4
1.600,127.6
1.680,56.1
1.760,39.8
1.840,132.6
1.920,36.1
2.000,83.6
2.080,115.6
2.160,37.3
2.240,119.8
2.320,66.3
2.400,36.7
2.480,128.2
2.560,37.1
2.640,61.5
2.720,123.2
2.800,36.9
2.880,112.7
2.960,83.0
3.040,36.0
3.120,129.2
3.200,42.7
3.280,51.6
3.360,128.0
3.440,36.2
3.520,98.6
3.600,97.5
3.680,36.4
3.760,129.7
3.840,51.4
3.920,43.1
4.000,130.9
4.080,35.8
4.160,86.8
4.240,110.0
