t,luma,
0.000,44.7
0.080,45.5
0.160,48.9
0.240,51.8
0.320,56.6
0.400,61.9
0.480,64.4
0.560,69.5
0.640,70.6
0.720,69.7
0.800,65.8
0.880,58.6
0.960,53.0
1.040,50.0
1.120,47.4
1.200,46.4
1.280,45.4
1.360,47.0
1.440,51.7
1.520,54.9
1.600,58.6
1.680,63.5
1.760,67.7
1.840,71.7
1.920,66.9
2.000,63.1
2.080,58.4
2.160,54.5
2.240,48.5
2.320,48.0
2.400,47.5
2.480,47.2
2.560,49.6
2.640,50.3
2.720,54.1
2.800,52.5
2.880,64.3
2.960,67.6
3.040,65.4
3.120,63.1
3.200,62.9
3.280,56.4
3.360,53.3
3.440,49.6
3.520,48.8
3.600,47.2
3.680,47.3
3.760,48.7
3.840,50.6
3.920,55.4
4.000,57.7
4.080,63.5
4.160,71.6
4.240,68.8
4.320,67.4
