t,luma,
0.000,37.2
0.080,83.5
0.160,123.9
0.240,64.9
0.320,39.1
0.400,37.4
0.480,94.5
0.560,119.2
0.640,51.7
0.720,39.7
0.800,41.0
0.880,106.9
0.960,109.8
1.040,43.7
1.120,40.8
1.200,45.8
1.280,109.2
1.360,102.6
1.440,40.0
1.520,39.9
1.600,53.4
1.680,116.5
1.760,86.2
1.840,37.8
1.920,41.3
2.000,60.0
2.080,115.3
2.160,79.1
2.240,37.8
2.320,37.8
2.400,72.5
2.480,117.8
2.560,62.3
2.640,39.7
2.720,37.1
2.800,83.3
2.880,110.2
2.960,51.6
3.040,41.7
3.120,37.3
3.200,92.8
3.280,109.6
3.360,43.3
3.440,42.3
3.520,39.4
3.600,102.1
3.680,103.3
3.760,39.8
3.840,41.9
3.920,49.7
4.000,110.5
