t,luma,
0.000,37.4
0.080,67.4
0.160,143.4
0.240,138.9
0.320,144.5
0.400,78.2
0.480,36.0
0.560,42.1
0.640,40.2
0.720,121.8
0.800,143.4
0.880,145.4
0.960,109.7
1.040,37.0
1.120,48.8
1.200,37.5
1.280,77.9
1.360,143.9
1.440,142.6
1.520,133.2
1.600,52.9
1.680,44.0
1.760,45.3
1.840,48.9
1.920,131.5
2.000,142.8
2.080,145.5
2.160,93.5
2.240,36.1
2.320,48.0
2.400,36.4
2.480,99.0
2.560,145.1
2.640,144.7
2.720,122.3
2.800,44.0
2.880,45.0
2.960,39.1
3.040,66.8
3.120,140.7
3.200,142.8
3.280,141.8
3.360,69.1
3.440,41.1
3.520,54.4
3.600,37.3
3.680,109.5
3.760,145.0
3.840,145.0
3.920,104.8
4.000,39.5
4.080,40.6
4.160,36.7
4.240,95.8
