t,luma,
0.000,39.9
0.080,119.7
0.160,46.5
0.240,122.4
0.320,39.7
0.400,74.9
0.480,69.7
0.560,40.3
0.640,116.2
0.720,47.9
0.800,129.0
0.880,38.6
0.960,82.0
1.040,84.1
1.120,41.8
1.200,129.9
1.280,46.9
1.360,132.6
1.440,40.6
1.520,85.8
1.600,87.0
1.680,41.0
1.760,131.8
1.840,43.6
1.920,128.4
2.000,41.6
2.080,80.0
2.160,95.0
2.240,41.0
2.320,131.5
2.400,40.6
2.480,125.9
2.560,43.1
2.640,73.2
2.720,95.8
2.800,40.3
2.880,131.3
2.960,39.6
3.040,125.1
3.120,47.1
3.200,72.2
3.280,98.1
3.360,39.8
3.440,134.7
3.520,41.8
3.600,124.5
3.680,49.4
3.760,69.5
