t,luma,
0.000,113.6
8.000E-2,55.39
0.160,127.9
0.240,41.29
0.320,118.2
0.400,49.52
0.480,88.20
0.560,78.07
0.640,63.89
0.720,109.3
0.800,41.44
0.880,127.4
0.960,47.18
1.040,123.2
1.120,72.77
1.200,102.4
1.280,99.18
1.360,72.99
1.440,122.0
1.520,53.24
1.600,128.9
1.680,42.17
1.760,125.4
1.840,39.96
1.920,116.9
2.000,44.19
2.080,108.2
2.160,47.24
2.240,101.8
2.320,50.91
2.400,100.1
2.480,49.97
2.560,102.9
2.640,46.25
2.720,108.4
2.800,42.17
2.880,117.6
2.960,40.10
3.040,124.0
3.120,44.02
3.200,127.0
3.280,57.55
3.360,119.5
3.440,82.53
3.520,96.84
3.600,111.1
3.680,70.54
3.760,125.2
3.840,46.01
3.920,120.7
4.000,41.90
4.080,95.67
4.160,59.70
4.240,64.81
4.320,92.36
4.400,43.55
4.480,119.1
4.560,44.67
