t,luma,
0.000,36.5
0.080,35.6
0.160,34.6
0.240,35.5
0.320,40.6
0.400,50.2
0.480,66.5
0.560,91.8
0.640,100.6
0.720,109.1
0.800,118.2
0.880,118.9
0.960,122.9
1.040,120.9
1.120,114.3
1.200,107.8
1.280,94.5
1.360,78.9
1.440,68.4
1.520,56.1
1.600,43.6
1.680,35.6
1.760,34.8
1.840,34.8
1.920,34.9
2.000,43.1
2.080,35.3
2.160,40.1
2.240,51.2
2.320,65.1
2.400,80.1
2.480,95.2
2.560,104.2
2.640,115.5
2.720,125.2
2.800,129.2
2.880,128.0
2.960,120.0
3.040,112.6
3.120,97.3
3.200,84.6
3.280,79.1
3.360,61.7
3.440,49.8
3.520,42.3
3.600,36.7
3.680,35.3
3.760,35.0
3.840,34.6
