t,luma,
0.000,38.3
0.080,38.3
0.160,38.8
0.240,41.0
0.320,45.1
0.400,50.7
0.480,62.9
0.560,76.9
0.640,89.7
0.720,102.0
0.800,116.5
0.880,124.5
0.960,125.5
1.040,120.3
1.120,107.6
1.200,92.0
1.280,79.1
1.360,65.9
1.440,49.9
1.520,43.7
1.600,39.8
1.680,38.7
1.760,39.8
1.840,42.4
1.920,45.6
2.000,47.0
2.080,47.8
2.160,46.0
2.240,46.8
2.320,43.9
2.400,42.9
2.480,39.8
2.560,38.2
2.640,38.6
2.720,40.9
2.800,47.7
2.880,54.9
2.960,66.7
3.040,84.3
3.120,97.5
3.200,108.8
3.280,121.4
3.360,125.2
3.440,124.4
3.520,117.4
3.600,107.6
3.680,92.6
3.760,78.0
3.840,67.5
3.920,53.4
4.000,45.9
4.080,42.1
4.160,39.8
4.240,38.2
4.320,38.3
4.400,38.4
4.480,38.4
4.560,38.8
4.640,38.3
