t,luma,
0.000,35.6
0.080,40.1
0.160,54.8
0.240,65.1
0.320,69.2
0.400,71.8
0.480,68.5
0.560,61.0
0.640,48.9
0.720,39.9
0.800,35.4
0.880,36.9
0.960,41.4
1.040,43.3
1.120,50.8
1.200,47.2
1.280,39.2
1.360,34.8
1.440,34.4
1.520,39.9
1.600,46.0
1.680,57.6
1.760,64.4
1.840,67.0
1.920,63.1
2.000,54.1
2.080,42.5
2.160,36.2
2.240,36.1
2.320,43.3
2.400,50.8
2.480,56.8
2.560,58.3
2.640,55.3
2.720,49.4
2.800,40.2
2.880,36.3
2.960,35.0
3.040,39.8
3.120,49.5
3.200,54.9
3.280,58.3
3.360,53.0
3.440,49.2
3.520,41.8
3.600,35.7
3.680,35.2
3.760,40.7
3.840,45.3
3.920,58.2
4.000,63.1
4.080,62.5
4.160,57.4
